Team Code	Game Code	Rush Att	Rush Yard	Rush TD	Pass Att	Pass Comp	Pass Yard	Pass TD	Pass Int
331	331064620131019	33	247	1	26	14	181	2	0
331	86033120131026	30	103	2	32	20	260	1	2
331	331000520131102	33	162	1	31	15	138	0	3
331	414033120131113	46	300	3	23	13	147	0	0
331	331051920131119	42	312	4	33	20	225	1	0
334	334077220130831	32	216	2	28	18	203	1	0
334	414033420130907	39	262	2	35	25	413	3	0
334	367033420130914	31	162	0	37	17	214	1	1
334	235033420130928	21	48	1	26	17	125	0	1
334	334064820131005	36	123	2	24	17	178	2	0
334	8033420131012	34	94	0	18	7	76	1	0
334	334043020131024	40	160	1	35	19	165	1	0
334	7033420131102	44	233	4	29	17	189	2	0
334	434033420131109	51	134	2	28	18	235	0	0
334	334073620131116	40	142	1	28	14	120	0	4
334	334025720131123	30	62	1	17	10	149	1	0
334	694033420131130	33	139	0	38	25	254	2	0
365	365069820130831	48	197	3	32	16	251	1	0
365	9036520130907	34	152	2	20	17	293	5	0
365	331036520130914	37	307	3	18	13	264	3	0
365	37036520130921	44	228	4	22	14	229	1	1
365	365025720130928	36	77	2	37	23	372	3	0
365	365043020131005	39	223	6	29	25	340	2	1
365	235036520131012	39	175	2	17	9	152	0	0
365	365043320131019	35	114	2	33	19	274	1	3
365	244036520131026	36	332	4	26	17	340	3	2
365	365000820131109	31	43	1	23	16	241	1	0
365	697036520131123	55	324	2	20	11	193	2	0
365	31036520131129	38	238	3	29	18	232	1	1
365	312036520140101	51	220	3	20	7	82	0	1
366	366049020130831	33	143	2	27	15	178	0	0
366	346036620130907	38	273	1	32	22	166	2	0
366	718036620130912	31	124	0	44	16	165	1	1
366	366032820130921	32	154	0	55	35	289	1	1
366	725036620130928	23	57	1	36	20	320	1	1
366	366070420131005	50	353	5	20	10	110	0	0
366	497036620131019	23	37	1	55	37	367	0	2
366	366023120131026	47	141	0	32	20	192	1	3
366	664036620131109	48	311	2	37	22	158	2	0
366	366057420131116	29	146	1	30	15	181	1	2
366	719036620131123	36	141	1	43	22	195	1	4
366	366070620131130	20	42	0	37	20	151	0	1
367	519036720130901	40	199	1	31	25	416	6	1
367	202036720130907	28	78	1	34	23	397	4	0
367	367033420130914	41	242	2	28	16	250	1	0
367	231036720130921	29	210	4	27	22	254	5	0
367	367069020131005	34	177	1	36	25	348	2	0
367	587036720131010	36	151	1	31	21	310	2	1
367	128036720131018	24	104	2	38	29	341	2	0
367	367065120131026	40	132	0	30	26	353	3	0
367	367016420131108	30	81	1	37	21	288	1	1
367	288036720131116	41	129	2	29	19	203	0	0
367	404036720131123	40	122	1	36	26	220	1	0
367	367014020131205	41	177	1	37	23	255	3	1
367	415036720131228	31	107	1	45	35	447	3	0
388	414038820130831	57	304	1	37	24	287	5	1
388	1092038820130907	39	224	4	35	22	285	2	1
388	388051920130914	34	116	3	45	30	366	1	1
388	388074220130921	46	133	1	41	19	228	2	2
388	706038820131005	49	125	2	32	22	279	2	0
388	388022920131012	34	139	1	35	18	216	1	1
388	388041920131024	52	213	4	35	19	235	3	1
388	664038820131102	27	304	3	37	28	332	6	0
388	9038820131109	32	381	5	20	14	276	3	0
388	388071920131114	45	163	1	58	33	456	5	1
388	388023120131123	31	270	2	34	17	288	5	0
388	196038820131129	53	267	5	28	17	272	2	1
388	388057420131207	37	106	1	41	24	265	2	1
388	388039220131227	35	138	1	44	28	337	3	0
392	231039220130831	42	251	2	29	25	325	3	0
392	523039220130907	46	312	4	23	14	275	2	1
392	392016420130914	43	224	1	28	15	277	1	1
392	768039220130921	46	120	2	26	17	210	1	0
392	392023420131005	25	33	0	32	15	201	0	0
392	746039220131012	30	136	2	34	18	332	1	0
392	392074920131019	23	39	0	51	27	344	1	2
392	147039220131026	25	82	0	45	19	282	3	2
392	688039220131109	36	81	0	40	21	211	0	2
392	392074220131116	39	184	2	26	12	135	1	1
392	67039220131123	34	100	2	31	19	178	1	0
392	392049020131130	38	173	3	25	13	259	2	0
392	388039220131227	49	194	0	24	14	197	2	1
400	400079620130831	29	100	0	30	14	112	0	1
400	380040020130907	22	64	0	42	20	201	2	1
400	400032720130914	38	123	1	32	21	186	0	2
400	736040020130921	31	99	0	33	23	149	1	0
400	400007120131005	32	184	0	25	11	96	1	1
400	414040020131012	44	127	0	36	19	249	2	2
400	400008620131019	33	85	0	28	14	162	0	1
400	774040020131026	42	112	2	25	16	220	1	0
400	503040020131102	45	155	1	25	10	169	0	2
400	5040020131116	42	172	0	28	17	151	1	2
400	400012920131123	39	128	0	16	6	45	0	3
400	400051920131129	51	153	1	19	6	137	1	3
404	193040420130907	33	89	1	24	14	148	0	0
404	404041920130914	46	180	0	30	19	170	1	2
404	30040420130921	45	329	3	26	17	176	1	0
404	128040420131005	35	118	2	39	20	279	0	3
404	404028820131012	40	127	0	41	21	222	0	0
404	663040420131019	40	122	1	36	26	198	1	1
404	140040420131030	28	92	1	33	17	140	2	1
404	695040420131109	39	153	2	22	15	189	1	1
404	404065120131116	39	183	1	13	6	59	0	1
404	404036720131123	35	135	1	24	11	144	1	1
404	690040420131130	29	60	2	33	20	168	1	0
404	404016420131207	29	72	0	40	20	185	1	1
414	414038820130831	34	74	1	23	10	165	1	1
414	414033420130907	43	99	0	14	4	23	0	0
414	140041420130921	29	7	0	16	7	80	0	2
414	414030120130928	41	155	1	15	7	95	1	0
414	129041420131005	36	123	0	29	14	171	1	0
414	414040020131012	30	117	0	35	15	173	1	3
414	5041420131019	36	77	0	34	23	226	2	1
414	414051920131026	40	85	1	34	15	155	1	1
414	71041420131105	37	97	0	25	15	131	0	0
414	414033120131113	40	112	0	14	5	64	0	1
414	86041420131119	34	135	1	20	5	65	0	1
414	414004720131129	51	138	1	27	11	143	1	1
415	229041520130830	38	303	3	31	18	200	1	1
415	235041520130907	28	50	1	25	12	162	2	1
415	632041520130921	46	324	6	23	20	313	4	0
415	415065120130928	39	165	3	32	19	375	3	2
415	255041520131005	31	227	2	22	17	324	3	2
415	415045720131017	45	234	2	35	19	322	0	4
415	749041520131026	40	200	2	28	17	191	1	0
415	415023420131102	29	83	0	28	16	192	2	2
415	742041520131109	24	28	1	29	16	324	2	0
415	415019320131116	29	186	0	49	30	379	2	1
415	746041520131123	25	90	2	27	13	214	2	1
415	415054520131129	34	180	2	28	17	296	3	0
415	415036720131228	28	14	1	27	12	160	0	0
416	774041620130830	42	181	1	37	17	116	0	0
416	651041620130907	38	171	1	24	12	94	0	0
416	817041620130914	49	277	3	32	22	270	4	0
416	416051320130921	35	119	0	36	16	135	1	1
416	416031220131005	37	135	0	44	25	277	2	1
416	306041620131012	47	238	4	31	22	235	2	1
416	559041620131019	41	182	0	26	14	112	1	0
416	416030120131026	55	269	3	16	15	208	3	0
416	418041620131102	39	142	2	33	18	252	1	1
416	416046320131116	48	168	4	32	15	193	1	0
416	416050920131123	40	171	2	23	16	293	2	0
416	428041620131130	31	181	1	20	10	143	1	1
416	518041620131207	32	134	1	40	24	304	3	1
416	674041620140101	35	65	1	36	22	332	2	1
418	129041820130831	47	242	6	21	14	221	1	3
418	513041820130907	39	166	1	33	21	294	4	1
418	5041820130914	32	177	2	30	16	248	2	3
418	418016420130921	49	192	3	23	11	97	0	2
418	428041820131005	35	113	4	17	13	235	1	0
418	418053920131012	54	149	0	29	15	240	3	2
418	306041820131019	54	248	7	29	21	503	2	0
418	418041620131102	29	-48	0	30	15	216	0	1
418	463041820131109	36	-21	0	27	18	196	1	0
418	418050920131116	44	139	1	43	24	226	1	0
418	418031220131123	29	60	0	28	13	98	2	0
418	518041820131130	35	152	2	47	32	451	4	0
418	418032720131228	15	65	1	38	24	196	0	1
419	769041920130829	49	270	4	27	19	205	1	0
419	419045720130907	42	158	1	41	24	243	1	3
419	404041920130914	28	60	1	36	22	224	1	1
419	419022920130921	45	296	4	24	13	150	2	2
419	419007720130927	41	107	0	34	16	105	1	1
419	196041920131005	32	89	1	37	28	245	1	2
419	419049720131012	27	139	1	30	14	66	0	1
419	388041920131024	60	308	2	40	22	277	4	1
419	419000920131102	34	259	0	23	12	170	2	1
419	231041920131109	49	249	4	25	19	307	1	0
419	419066420131123	45	246	3	25	11	172	1	0
419	704041920131130	48	304	4	27	19	325	2	1
419	419072620131230	27	91	0	33	19	218	0	2
428	465042820130829	38	221	3	23	10	99	1	1
428	428047220130907	43	342	3	15	8	127	0	1
428	771042820130914	49	213	4	12	10	124	0	0
428	630042820130921	67	353	6	12	5	71	0	0
428	312042820130928	27	30	0	24	12	135	1	2
428	428041820131005	41	136	0	21	14	145	1	1
428	428050920131019	49	176	0	14	9	123	1	0
428	463042820131026	54	271	3	17	8	159	1	0
428	428030620131102	52	248	2	26	17	325	4	0
428	539042820131109	46	195	2	25	15	186	1	0
428	796042820131123	32	102	0	23	7	83	0	0
428	428041620131130	50	124	0	25	9	125	0	2
428	688042820131227	38	127	0	30	13	223	2	0
430	430052120130831	37	111	0	33	17	222	0	2
430	17043020130907	54	277	5	33	20	279	2	1
430	430003720130914	40	202	3	28	15	213	0	0
430	716043020130921	44	235	5	27	17	316	2	0
430	365043020131005	36	216	1	31	16	252	2	1
430	71043020131012	41	245	3	25	19	177	0	1
430	334043020131024	42	152	1	37	25	295	3	0
430	430064820131102	35	150	2	43	28	235	0	3
430	430069720131109	43	299	2	42	23	257	4	1
430	8043020131116	29	53	1	29	15	144	0	1
430	430003120131123	37	191	1	32	21	297	2	1
430	433043020131128	43	99	2	39	19	197	0	1
430	574043020131231	46	239	3	30	18	294	3	0
433	433073620130829	37	206	5	47	31	283	0	0
433	654043320130907	50	272	2	32	14	260	2	1
433	433070320130914	45	272	3	27	17	177	2	0
433	433000820130928	25	46	0	32	17	159	0	1
433	433003720131005	39	124	0	50	26	340	2	2
433	697043320131012	33	133	0	40	25	329	5	1
433	365043320131019	43	176	2	41	31	349	1	0
433	295043320131026	45	292	3	29	22	280	4	0
433	31043320131109	38	103	1	38	29	428	3	2
433	716043320131116	61	382	3	32	20	369	4	1
433	434043320131123	29	126	1	43	27	252	0	1
433	433043020131128	35	117	0	43	28	201	0	3
433	433025520131230	48	221	2	36	23	256	1	1
434	454043420130831	45	358	5	42	28	336	3	0
434	709043420130907	47	172	3	25	16	212	1	1
434	434030620130921	50	280	3	47	32	343	2	2
434	30043420130928	28	239	3	30	21	256	3	0
434	434073620131005	43	245	2	28	19	278	4	0
434	434025720131012	37	142	3	31	22	233	2	0
434	235043420131019	37	205	2	36	18	295	1	1
434	648043420131026	41	155	2	25	10	249	1	1
434	694043420131102	54	339	1	25	12	163	3	0
434	434033420131109	30	223	2	28	17	203	5	0
434	434043320131123	51	260	3	26	15	225	0	1
434	697043420131130	44	225	2	30	19	238	2	0
434	434003720131207	34	231	1	37	21	303	3	1
434	521043420140103	47	256	3	44	17	206	1	1
457	457064820130829	36	99	0	43	26	194	1	0
457	419045720130907	41	134	3	36	25	377	2	1
457	457025520130921	24	101	1	29	14	218	2	1
457	196045720130928	32	67	0	47	29	398	4	1
457	457074220131005	38	99	0	35	23	277	2	2
457	415045720131017	36	105	0	43	32	395	2	2
457	67045720131026	44	110	2	29	22	282	3	0
457	457049020131102	38	152	2	38	24	275	2	1
457	746045720131109	41	201	1	29	16	214	3	1
457	457054520131116	35	149	2	27	15	173	0	0
457	523045720131123	40	312	4	28	21	409	5	0
457	193045720131130	39	225	2	36	17	223	1	2
457	140045720131228	46	174	2	33	19	171	1	0
463	811046320130831	63	375	2	22	17	155	3	1
463	664046320130907	46	285	3	28	19	194	3	0
463	110046320130914	42	128	0	35	21	203	3	0
463	649046320130921	51	335	5	26	21	310	2	0
463	301046320131005	50	335	3	20	11	186	2	0
463	463055920131012	56	251	5	31	16	184	1	3
463	463042820131026	30	189	1	30	16	139	1	1
463	509046320131102	50	195	1	42	22	277	2	4
463	463041820131109	43	128	1	23	12	145	1	0
463	416046320131116	32	182	1	32	17	210	3	1
463	463053920131123	41	168	0	36	21	192	1	0
463	312046320131129	37	89	1	37	19	199	1	2
463	463025720140101	43	144	1	16	6	163	2	1
465	465042820130829	34	193	1	51	36	226	2	2
465	29046520130907	35	157	1	28	9	125	1	2
465	129046520130914	41	122	1	30	25	289	3	1
465	771046520130921	49	284	4	22	14	140	1	0
465	465047320130928	37	248	4	35	25	320	4	0
465	277046520131012	57	194	3	56	34	385	1	1
465	465009620131019	25	133	1	42	27	161	1	0
465	465046620131026	42	149	1	42	29	335	3	0
465	630046520131102	27	86	1	49	26	265	2	2
465	731046520131109	42	150	1	39	17	252	2	1
465	465072120131121	58	330	6	18	15	141	0	0
465	626046520131130	33	131	1	30	20	270	5	0
465	465049720140101	27	66	0	41	22	196	2	1
466	466011020130831	51	171	2	35	21	182	0	0
466	108046620130907	64	267	3	27	21	268	2	0
466	466023420130914	38	128	0	24	13	86	1	1
466	277046620130921	44	138	0	20	14	202	3	0
466	721046620130928	44	210	3	56	38	389	3	1
466	466062620131004	58	177	4	51	33	393	2	0
466	466006620131019	52	165	2	30	22	208	0	0
466	465046620131026	36	130	0	40	24	357	2	1
466	466009620131102	42	218	1	24	14	206	2	1
466	466015620131109	33	164	2	47	31	247	0	0
466	630046620131116	51	311	4	27	20	171	1	0
466	77046620131130	47	104	2	33	23	259	1	1
472	472070320130831	38	104	0	46	32	242	1	1
472	428047220130907	41	103	3	40	29	253	0	0
472	704047220130914	19	99	0	26	14	299	3	2
472	472011020130921	41	187	1	26	15	146	1	1
472	626047220130928	27	40	0	35	23	228	2	0
472	472047320131005	40	182	2	34	20	269	0	2
472	574047220131019	36	160	1	21	8	168	1	2
472	2047220131026	45	224	2	31	24	245	2	2
472	472067120131102	42	120	2	36	26	330	3	1
472	67047220131109	29	159	1	57	43	389	3	1
472	472022920131123	43	157	1	27	13	141	0	0
472	295047220131130	43	181	1	28	18	190	2	1
473	706047320130831	42	193	0	17	6	84	1	0
473	473070420130907	57	395	6	7	4	88	0	0
473	473054520130914	52	213	3	17	9	57	0	0
473	465047320130928	59	497	5	13	5	84	1	0
473	472047320131005	56	541	7	8	3	67	1	0
473	473081120131012	50	257	2	24	12	179	2	1
473	731047320131019	43	160	1	20	11	140	0	0
473	473062620131102	41	253	3	20	10	170	1	1
473	721047320131108	65	451	5	3	1	28	1	0
473	156047320131116	46	278	3	18	11	249	2	2
473	473009620131123	40	168	3	13	8	157	0	0
473	473006620131130	53	300	2	17	10	62	0	1
490	366049020130831	56	237	4	31	18	305	0	1
490	575049020130907	41	188	1	35	27	256	1	2
490	147049020130919	36	165	2	37	20	213	0	1
490	129049020130928	52	239	3	20	14	244	1	1
490	490074920131005	32	115	0	43	27	257	1	2
490	688049020131012	45	129	0	50	24	226	1	1
490	490023420131026	42	188	2	33	17	128	0	2
490	457049020131102	48	212	1	29	14	176	0	2
490	490019320131109	48	164	0	33	13	248	1	3
490	490006720131116	26	35	0	40	26	325	3	0
490	196049020131123	39	129	0	44	28	312	4	0
490	392049020131130	54	151	1	31	21	200	2	0
497	295049720130831	45	187	4	34	28	404	2	1
497	497051920130907	38	104	1	29	19	195	2	2
497	47049720130914	45	231	2	47	31	274	1	0
497	497025720130921	25	7	0	41	26	238	1	1
497	497071820131005	20	34	1	42	29	326	2	2
497	419049720131012	61	303	3	19	13	113	0	2
497	497036620131019	44	165	2	24	16	221	1	1
497	497066420131026	62	229	6	27	18	300	2	2
497	574049720131031	43	149	1	13	7	104	1	1
497	704049720131109	43	317	3	24	10	154	1	0
497	706049720131123	28	105	0	46	26	229	1	1
497	497071920131130	50	377	5	26	17	173	0	1
497	465049720140101	45	141	3	30	21	256	2	0
498	498052220130831	22	38	0	39	20	128	0	1
498	261049820130907	38	367	2	30	16	204	3	1
498	498074920130914	35	109	0	69	43	315	3	2
498	498005120130921	35	75	0	46	18	220	1	3
498	718049820130928	24	26	0	45	22	267	1	2
498	772049820131003	27	116	1	40	21	275	0	1
498	498067020131012	31	80	1	32	16	112	0	2
498	254049820131026	38	225	1	44	30	309	4	0
498	498071620131031	40	108	2	32	21	354	5	0
498	30049820131109	28	137	0	37	17	191	2	2
498	498064620131123	39	71	1	28	19	203	1	0
498	498067120131130	32	122	2	29	19	272	2	0
503	503031220130831	42	163	0	41	25	275	3	0
503	503029520130914	48	356	3	29	17	152	3	0
503	201050320130921	52	367	4	30	21	235	1	2
503	503055920130928	36	177	1	26	19	225	4	0
503	503033120131005	63	454	3	35	21	244	2	2
503	5050320131012	39	179	2	35	16	220	1	0
503	503012920131019	53	437	4	30	20	155	1	1
503	204050320131026	44	327	1	28	21	331	7	0
503	503040020131102	49	354	7	17	12	258	2	0
503	47050320131113	40	224	3	33	26	345	2	0
503	503070920131120	55	364	5	22	17	202	0	0
503	774050320131126	54	425	3	17	5	39	1	0
503	71050320131206	42	235	2	40	21	219	1	2
503	731050320131226	38	99	1	35	20	216	1	1
509	509010720130831	40	209	2	30	19	299	1	2
509	688050920130907	44	206	2	37	30	375	4	0
509	774050920130914	55	332	4	22	15	139	1	1
509	380050920130921	49	251	2	17	10	122	1	1
509	518050920131005	43	94	1	31	25	343	2	1
509	509079620131012	25	44	0	39	17	197	0	1
509	428050920131019	26	94	1	46	25	234	1	2
509	509031220131026	52	225	0	14	11	104	1	0
509	509046320131102	47	245	3	21	8	81	0	1
509	418050920131116	49	143	1	34	23	179	0	1
509	416050920131123	26	80	0	46	27	239	0	3
509	509030120131130	51	146	0	45	31	414	4	0
513	690051320130831	35	188	1	27	17	355	3	0
513	513041820130907	19	96	0	53	29	314	2	2
513	513055920130914	37	91	1	33	20	309	2	0
513	416051320130921	32	82	1	34	14	142	1	0
513	522051320130928	29	220	1	25	9	104	2	3
513	28051320131005	37	145	0	38	17	279	3	1
513	657051320131019	40	129	0	25	14	166	2	0
513	513072120131026	37	135	1	26	18	331	5	0
513	726051320131102	36	264	3	20	12	242	2	2
513	513054520131109	24	138	1	39	18	318	2	2
513	77051320131123	47	235	1	28	15	235	1	1
513	513067420131130	24	64	0	34	16	199	2	2
513	587051320131228	43	175	2	47	27	319	0	0
518	86051820130831	45	261	2	23	16	199	3	1
518	626051820130907	40	263	4	30	21	182	2	1
518	518010720130914	55	332	3	32	21	276	4	0
518	228051820130921	46	388	5	34	24	215	6	1
518	796051820130928	43	192	0	25	17	198	4	0
518	518050920131005	48	248	3	26	15	203	0	1
518	312051820131019	51	273	2	27	22	222	2	0
518	539051820131026	51	408	6	26	20	278	3	0
518	518055920131102	41	345	2	36	28	295	5	1
518	518030120131116	42	441	5	30	13	150	2	0
518	306051820131123	39	311	4	17	11	160	2	1
518	518041820131130	46	393	4	15	6	133	2	1
518	518041620131207	40	273	2	23	8	101	1	0
518	147051820140103	48	193	3	24	16	234	2	2
519	519036720130901	28	81	1	31	15	192	0	1
519	497051920130907	40	203	0	30	19	239	2	2
519	388051920130914	36	60	2	39	26	275	1	0
519	43051920130921	46	251	2	23	16	243	3	0
519	519000520131005	39	147	2	26	17	215	2	1
519	129051920131012	34	107	1	36	25	332	2	2
519	519020420131019	34	148	4	33	26	399	4	1
519	414051920131026	42	229	2	33	22	306	3	0
519	519008620131105	34	69	0	38	17	164	0	0
519	519007120131112	29	56	0	33	18	116	0	1
519	331051920131119	34	69	0	29	12	135	1	1
519	400051920131129	29	215	2	30	19	246	2	1
519	519019620131223	37	107	0	44	24	328	2	3
521	430052120130831	40	286	3	33	21	146	0	0
521	521070620130907	32	87	2	43	35	518	6	0
521	346052120130914	38	155	5	36	23	271	2	1
521	521076820130928	40	111	0	47	20	322	3	2
521	327052120131005	25	85	2	40	24	245	1	0
521	698052120131019	35	95	2	44	20	320	0	3
521	521031120131026	47	342	5	27	10	78	1	1
521	521070020131102	55	281	5	34	18	211	2	2
521	328052120131109	31	85	2	39	20	274	3	0
521	521070320131116	40	183	2	22	16	197	2	1
521	51052120131123	46	154	3	27	21	440	3	0
521	522052120131207	35	200	2	35	19	200	1	1
521	521043420140103	39	167	2	57	33	381	2	2
522	498052220130831	50	305	1	33	14	124	3	1
522	768052220130907	57	316	0	21	10	119	1	2
522	719052220130914	44	194	2	37	27	413	4	0
522	522051320130928	42	212	1	31	23	238	2	0
522	698052220131005	38	203	2	31	20	152	0	0
522	522070320131012	33	130	1	26	12	133	0	2
522	522032820131019	45	235	1	26	16	180	3	1
522	700052220131026	50	277	3	22	14	249	2	0
522	522005120131107	34	87	0	35	15	150	1	2
522	311052220131116	44	405	4	23	12	118	1	0
522	522032720131123	52	301	3	21	14	171	1	1
522	522052120131207	40	165	0	33	16	193	2	1
522	522000820140102	30	81	1	44	32	348	4	1
528	207052820130831	24	105	3	44	37	422	3	0
528	277052820130907	33	57	0	50	35	451	4	1
528	528073220130914	28	48	0	45	27	443	5	0
528	528062620130921	20	10	1	55	38	367	3	0
528	157052820130928	34	120	0	54	28	420	6	1
528	528075420131012	28	102	3	53	35	496	4	2
528	528010720131019	28	74	3	46	36	496	4	0
528	674052820131026	24	17	0	57	41	271	1	0
528	657052820131101	16	92	0	45	26	277	1	3
528	528002820131116	26	70	0	46	31	320	2	4
528	756052820131123	22	106	1	49	26	308	2	3
528	528052920131129	39	231	2	47	29	314	2	1
528	66052820131224	33	195	2	34	24	259	1	1
529	483052920130831	45	500	7	26	15	272	2	0
529	529074620130907	40	350	6	29	15	207	2	0
529	694052920130914	41	216	4	35	25	471	4	0
529	107052920130928	48	264	4	26	12	117	2	0
529	529015720131005	62	349	3	34	19	406	5	2
529	529075620131012	50	265	3	31	24	366	3	0
529	754052920131019	44	383	6	33	24	336	2	0
529	110052920131026	53	325	5	28	21	230	1	0
529	529067420131107	24	62	0	34	20	250	2	0
529	732052920131116	35	145	2	28	19	288	3	0
529	529002920131123	39	198	0	41	27	308	2	2
529	528052920131129	45	283	2	34	17	285	3	2
529	529070320131230	42	216	0	26	18	253	1	0
539	539068820130831	38	57	0	32	23	296	2	2
539	204053920130907	39	251	5	35	25	323	1	1
539	128053920130914	35	193	3	29	21	262	1	0
539	331053920130921	53	287	3	36	13	176	1	1
539	539030620131005	38	70	0	55	30	340	3	0
539	418053920131012	44	85	2	45	23	305	3	2
539	539051820131026	40	120	0	34	19	237	2	2
539	301053920131102	48	250	2	32	20	240	1	0
539	539042820131109	36	190	1	25	14	163	0	0
539	559053920131116	58	289	5	23	16	212	1	1
539	463053920131123	44	170	1	33	16	217	2	1
539	539079620131130	28	126	0	30	21	339	4	0
545	234054520130902	27	96	0	28	15	201	1	2
545	473054520130914	34	283	5	18	14	244	2	2
545	545019320130921	46	174	1	33	23	424	6	0
545	746054520130928	35	8	1	31	13	191	1	2
545	545074220131012	26	23	1	29	13	187	0	0
545	523054520131019	45	266	4	18	11	104	1	0
545	545072620131026	38	135	0	27	20	203	2	0
545	545025520131102	21	-5	0	37	25	233	1	1
545	513054520131109	41	112	2	35	22	243	2	0
545	457054520131116	40	46	1	39	23	313	2	0
545	545068820131123	27	21	1	41	28	218	1	1
545	415054520131129	33	220	2	43	24	281	2	1
545	545007120131226	39	255	2	22	13	232	0	0
559	559014020130831	22	65	1	35	18	161	0	2
559	305055920130907	46	134	1	24	15	150	0	0
559	513055920130914	21	38	0	41	25	256	3	1
559	559079620130921	21	45	1	36	18	135	0	1
559	503055920130928	30	153	0	55	24	371	3	4
559	463055920131012	25	32	0	36	14	184	1	1
559	559041620131019	34	66	0	25	14	160	0	1
559	518055920131102	27	27	0	29	13	89	0	1
559	312055920131109	28	53	0	34	20	213	2	0
559	559053920131116	20	41	1	33	21	223	1	1
559	301055920131123	29	120	1	29	20	163	1	1
559	559030620131130	16	31	1	49	33	485	4	0
574	574069720130831	51	306	2	37	21	203	2	2
574	328057420130914	42	192	1	36	15	178	0	2
574	288057420130921	45	174	2	37	22	289	1	1
574	229057420130928	51	204	1	25	7	69	0	1
574	574071920131005	48	167	2	22	13	177	2	1
574	574070620131012	41	157	2	22	9	183	1	0
574	574047220131019	67	409	5	15	9	106	1	0
574	704057420131026	47	265	2	20	8	259	4	0
574	574049720131031	42	133	0	28	18	222	2	2
574	366057420131116	69	415	6	23	13	167	1	0
574	574000920131121	61	328	3	20	10	139	2	0
574	718057420131130	55	124	1	28	14	180	1	0
574	388057420131207	48	248	3	18	10	239	3	0
574	574043020131231	32	61	1	16	8	84	0	0
587	587009620130829	32	195	0	41	26	348	5	1
587	485058720130907	56	273	4	22	12	150	1	1
587	204058720130914	29	185	3	13	8	89	0	0
587	31058720130921	36	54	0	43	22	346	3	1
587	587066320131005	52	191	3	33	19	283	4	1
587	587036720131010	27	12	0	37	20	228	1	4
587	288058720131026	41	204	2	31	18	216	0	5
587	690058720131102	28	69	0	39	27	371	3	0
587	140058720131116	33	108	1	51	27	249	1	2
587	587012820131121	19	69	1	43	15	152	0	1
587	587016420131130	31	68	1	36	17	296	1	2
587	651058720131207	45	176	2	24	19	179	2	0
587	587051320131228	26	80	0	29	10	156	1	4
626	201062620130831	35	122	1	64	27	318	0	4
626	626051820130907	27	64	0	41	22	216	1	2
626	528062620130921	40	74	1	26	16	251	2	2
626	626047220130928	43	212	3	34	22	229	0	0
626	466062620131004	39	255	4	32	23	286	3	0
626	626072120131010	46	214	1	26	15	249	3	1
626	96062620131026	48	170	4	39	21	337	0	1
626	473062620131102	41	249	3	22	17	234	2	0
626	626063020131109	35	174	3	31	18	235	2	1
626	626027720131116	39	234	3	34	17	265	1	0
626	66062620131123	45	61	1	38	23	288	2	1
626	626046520131130	29	88	1	46	24	239	1	2
626	86062620131221	43	249	5	29	15	211	2	0
630	102063020130829	29	142	1	32	16	225	2	0
630	630067420130907	23	35	0	44	29	216	1	1
630	630042820130921	17	47	0	35	22	439	3	2
630	731063020130927	35	101	1	52	28	336	0	3
630	630027720131005	55	216	1	35	16	318	3	2
630	630015620131012	45	177	1	35	28	431	3	1
630	811063020131026	44	160	2	37	27	482	5	0
630	630046520131102	45	312	2	31	16	180	2	2
630	626063020131109	25	81	0	48	27	301	3	2
630	630046620131116	30	58	0	45	28	326	1	0
630	726063020131122	39	160	2	56	42	440	5	1
630	96063020131129	45	159	2	46	38	577	6	0
646	667064620130829	34	187	1	28	18	148	2	1
646	646071820130907	44	168	2	33	20	297	2	2
646	772064620130914	39	144	3	27	16	270	0	0
646	646069420130928	28	135	3	51	24	257	0	3
646	646071620131005	42	159	3	41	26	471	2	0
646	331064620131019	53	257	4	24	16	224	1	0
646	646067020131026	22	109	1	43	27	300	3	1
646	30064620131102	40	143	1	30	15	228	0	1
646	646072620131116	36	120	0	36	21	180	2	0
646	498064620131123	44	217	1	27	16	207	3	1
646	646025420131130	54	242	4	30	19	280	1	0
646	671064620131207	52	192	2	24	13	171	0	0
648	457064820130829	38	228	1	21	12	178	2	0
648	648025720130907	36	226	2	25	16	228	2	0
648	736064820130914	49	220	2	38	28	359	3	1
648	648012820130928	46	225	4	34	16	265	0	1
648	334064820131005	39	178	3	23	18	275	1	0
648	648003120131012	54	277	3	35	24	260	4	0
648	648069420131019	42	218	2	22	8	166	1	1
648	648043420131026	35	75	0	56	35	423	3	1
648	430064820131102	34	160	0	20	10	147	4	0
648	235064820131116	35	164	0	28	14	213	1	0
648	149064820131123	45	352	7	27	20	287	3	0
648	147064820131130	50	140	2	28	15	178	2	0
648	796064820140101	34	117	1	26	23	321	4	0
651	402065120130831	21	133	1	40	19	209	2	2
651	651041620130907	35	89	0	26	6	66	0	1
651	229065120130914	40	167	0	25	9	130	1	1
651	415065120130928	33	99	1	27	13	189	1	1
651	140065120131005	37	112	0	18	11	129	0	0
651	651016420131012	34	122	0	28	8	106	0	1
651	367065120131026	20	38	0	19	8	95	0	1
651	651028820131031	34	53	0	41	26	311	2	1
651	404065120131116	29	127	0	34	18	198	1	4
651	663065120131123	22	42	0	34	19	217	0	2
651	651012820131129	33	83	2	34	15	211	0	1
651	651058720131207	20	10	0	31	14	141	0	1
